"x","y","mean","variance","upper_var","lower_var"
-2.998082000000000136e+00,7.573346000000000799e+00,6.849868913164831596e-01,2.795742757129815903e+00,5.204624679938580911e+00,9.015194565018211370e-02
-2.948082000000000313e+00,7.573346000000000799e+00,6.849868686191324940e-01,2.795742696574811337e+00,5.204624396301409384e+00,9.015194458875452899e-02
-2.898082000000000491e+00,7.573346000000000799e+00,6.849868456680655582e-01,2.795742635534809395e+00,5.204624109846013980e+00,9.015194350935910872e-02
-2.848082000000000669e+00,7.573346000000000799e+00,6.849868224698999475e-01,2.795742574047291651e+00,5.204623820691491431e+00,9.015194241167483191e-02
-2.798082000000000846e+00,7.573346000000000799e+00,6.849867990317617394e-01,2.795742512151411674e+00,5.204623528963871593e+00,9.015194129539436108e-02
-2.748082000000000136e+00,7.573346000000000799e+00,6.849867753612977062e-01,2.795742449887969716e+00,5.204623234796169839e+00,9.015194016022651247e-02
-2.698082000000000313e+00,7.573346000000000799e+00,6.849867514666914126e-01,2.795742387299403386e+00,5.204622938328477666e+00,9.015193900589882348e-02
-2.648082000000000491e+00,7.573346000000000799e+00,6.849867273566783155e-01,2.795742324429751235e+00,5.204622639708027521e+00,9.015193783216035595e-02
-2.598082000000000669e+00,7.573346000000000799e+00,6.849867030405446533e-01,2.795742261324610123e+00,5.204622339089092442e+00,9.015193663878318109e-02
-2.548082000000000846e+00,7.573346000000000799e+00,6.849866785281539805e-01,2.795742198031119230e+00,5.204622036633161919e+00,9.015193542556637629e-02
-2.498082000000000136e+00,7.573346000000000799e+00,6.849866538299433927e-01,2.795742134597906769e+00,5.204621732508826426e+00,9.015193419233701044e-02
-2.448082000000000313e+00,7.573346000000000799e+00,6.849866289569411792e-01,2.795742071075048685e+00,5.204621426891814728e+00,9.015193293895407134e-02
-2.398082000000000491e+00,7.573346000000000799e+00,6.849866039207685997e-01,2.795742007514004257e+00,5.204621119964910392e+00,9.015193166531038083e-02
-2.348082000000000669e+00,7.573346000000000799e+00,6.849865787336518741e-01,2.795741943967587240e+00,5.204620811917975765e+00,9.015193037133556464e-02
-2.298082000000000846e+00,7.573346000000000799e+00,6.849865534084181862e-01,2.795741880489879705e+00,5.204620502947767235e+00,9.015192905699787040e-02
-2.248082000000000136e+00,7.573346000000000799e+00,6.849865279585142241e-01,2.795741817136168983e+00,5.204620193257965433e+00,9.015192772230870566e-02
-2.198082000000000313e+00,7.573346000000000799e+00,6.849865023979968548e-01,2.795741753962902365e+00,5.204619883059011798e+00,9.015192636732292930e-02
-2.148082000000000491e+00,7.573346000000000799e+00,6.849864767415373423e-01,2.795741691027584519e+00,5.204619572567958485e+00,9.015192499214275124e-02
-2.098082000000000669e+00,7.573346000000000799e+00,6.849864510044284538e-01,2.795741628388698441e+00,5.204619262008382208e+00,9.015192359692085489e-02
-2.048082000000000846e+00,7.573346000000000799e+00,6.849864252025711364e-01,2.795741566105661047e+00,5.204618951610184396e+00,9.015192218186048045e-02
-1.998082000000000136e+00,7.573346000000000799e+00,6.849863993524782924e-01,2.795741504238679287e+00,5.204618641609375373e+00,9.015192074722012949e-02
-1.948082000000000313e+00,7.573346000000000799e+00,6.849863734712688945e-01,2.795741442848695968e+00,5.204618332247920698e+00,9.015191929331467513e-02
-1.898082000000000491e+00,7.573346000000000799e+00,6.849863475766625465e-01,2.795741381997288499e+00,5.204618023773512903e+00,9.015191782051797109e-02
-1.848082000000000669e+00,7.573346000000000799e+00,6.849863216869681581e-01,2.795741321746554320e+00,5.204617716439274844e+00,9.015191632926482235e-02
-1.798082000000000846e+00,7.573346000000000799e+00,6.849862958210704011e-01,2.795741262159018969e+00,5.204617410503489694e+00,9.015191482005212309e-02
-3.298082000000000846e+00,7.523346000000000089e+00,6.849869522248011044e-01,2.795742942247868790e+00,5.204625482606944686e+00,9.015194777918984770e-02
-3.248082000000000136e+00,7.523346000000000089e+00,6.849869295092749777e-01,2.795742880756471038e+00,5.204625197112428658e+00,9.015194674514981354e-02
-3.198082000000000313e+00,7.523346000000000089e+00,6.849869064859968049e-01,2.795742818528761831e+00,5.204624907927701827e+00,9.015194569402262825e-02
-3.148082000000000491e+00,7.523346000000000089e+00,6.849868831590286700e-01,2.795742755594118556e+00,5.204624615137563914e+00,9.015194462540872256e-02
-3.098082000000000669e+00,7.523346000000000089e+00,6.849868595328952869e-01,2.795742691983758910e+00,5.204624318833714014e+00,9.015194353891067824e-02
-3.048082000000000846e+00,7.523346000000000089e+00,6.849868356126028734e-01,2.795742627730754215e+00,5.204624019114906019e+00,9.015194243413567066e-02
-2.998082000000000136e+00,7.523346000000000089e+00,6.849868114036417044e-01,2.795742562870024983e+00,5.204623716086974383e+00,9.015194131069577399e-02
-2.948082000000000313e+00,7.523346000000000089e+00,6.849867869120118691e-01,2.795742497438353347e+00,5.204623409863035732e+00,9.015194016821083400e-02
-2.898082000000000491e+00,7.523346000000000089e+00,6.849867621442337073e-01,2.795742431474364409e+00,5.204623100563554594e+00,9.015193900631066071e-02
-2.848082000000000669e+00,7.523346000000000089e+00,6.849867371073600220e-01,2.795742365018531128e+00,5.204622788316423332e+00,9.015193782463631900e-02
-2.798082000000000846e+00,7.523346000000000089e+00,6.849867118090111617e-01,2.795742298113137014e+00,5.204622473257179749e+00,9.015193662284599896e-02
-2.748082000000000136e+00,7.523346000000000089e+00,6.849866862573575910e-01,2.795742230802284123e+00,5.204622155528872085e+00,9.015193540061253175e-02
-2.698082000000000313e+00,7.523346000000000089e+00,6.849866604611605236e-01,2.795742163131843316e+00,5.204621835282290832e+00,9.015193415763012030e-02
-2.648082000000000491e+00,7.523346000000000089e+00,6.849866344297732557e-01,2.795742095149450268e+00,5.204621512675960737e+00,9.015193289361490836e-02
-2.598082000000000669e+00,7.523346000000000089e+00,6.849866081731537104e-01,2.795742026904449506e+00,5.204621187876147914e+00,9.015193160830807517e-02
-2.548082000000000846e+00,7.523346000000000089e+00,6.849865817018792047e-01,2.795741958447858888e+00,5.204620861056881154e+00,9.015193030147930497e-02
-2.498082000000000136e+00,7.523346000000000089e+00,6.849865550271629910e-01,2.795741889832343396e+00,5.204620532400060284e+00,9.015192897292949314e-02
-2.448082000000000313e+00,7.523346000000000089e+00,6.849865281608414902e-01,2.795741821112148973e+00,5.204620202095210146e+00,9.015192762249128744e-02
-2.398082000000000491e+00,7.523346000000000089e+00,6.849865011154150363e-01,2.795741752343042563e+00,5.204619870339702636e+00,9.015192625003630444e-02
-2.348082000000000669e+00,7.523346000000000089e+00,6.849864739040335548e-01,2.795741683582261050e+00,5.204619537338541768e+00,9.015192485547497692e-02
-2.298082000000000846e+00,7.523346000000000089e+00,6.849864465405098857e-01,2.795741614888446858e+00,5.204619203304345021e+00,9.015192343876031467e-02
-2.248082000000000136e+00,7.523346000000000089e+00,6.849864190393161190e-01,2.795741546321592885e+00,5.204618868457216330e+00,9.015192199988898702e-02
-2.198082000000000313e+00,7.523346000000000089e+00,6.849863914156025801e-01,2.795741477942914166e+00,5.204618533024671478e+00,9.015192053890819235e-02
-2.148082000000000491e+00,7.523346000000000089e+00,6.849863636851906135e-01,2.795741409814827882e+00,5.204618197241514643e+00,9.015191905591520005e-02
-2.098082000000000669e+00,7.523346000000000089e+00,6.849863358645705835e-01,2.795741342000837015e+00,5.204617861349635000e+00,9.015191755106072291e-02
-2.048082000000000846e+00,7.523346000000000089e+00,6.849863079709087588e-01,2.795741274565436196e+00,5.204617525597876160e+00,9.015191602455299713e-02
-1.998082000000000136e+00,7.523346000000000089e+00,6.849862800220337666e-01,2.795741207574026888e+00,5.204617190241781266e+00,9.015191447665853175e-02
-1.948082000000000313e+00,7.523346000000000089e+00,6.849862520364382590e-01,2.795741141092815241e+00,5.204616855543416243e+00,9.015191290770567523e-02
-1.898082000000000491e+00,7.523346000000000089e+00,6.849862240332763585e-01,2.795741075188717062e+00,5.204616521771172621e+00,9.015191131808711344e-02
-1.848082000000000669e+00,7.523346000000000089e+00,6.849861960323377907e-01,2.795741009929220144e+00,5.204616189199324339e+00,9.015190970826128525e-02
-1.798082000000000846e+00,7.523346000000000089e+00,6.849861680540559883e-01,2.795740945382307885e+00,5.204615858107943360e+00,9.015190807875529677e-02
-3.298082000000000846e+00,7.473345999999999378e+00,6.849868773704396174e-01,2.795742763833460209e+00,5.204624586282581511e+00,9.015194360153425124e-02
-3.248082000000000136e+00,7.473345999999999378e+00,6.849868528740042928e-01,2.795742697444969949e+00,5.204624278265380433e+00,9.015194248884611516e-02
-3.198082000000000313e+00,7.473345999999999378e+00,6.849868280434792123e-01,2.795742630252567640e+00,5.204623966233741683e+00,9.015194135775433937e-02
-3.148082000000000491e+00,7.473345999999999378e+00,6.849868028831604949e-01,2.795742562287822253e+00,5.204623650278257685e+00,9.015194020782044126e-02
-3.098082000000000669e+00,7.473345999999999378e+00,6.849867773978374208e-01,2.795742493584337574e+00,5.204623330497026856e+00,9.015193903860597990e-02
-3.048082000000000846e+00,7.473345999999999378e+00,6.849867515928167450e-01,2.795742424177717123e+00,5.204623006995731771e+00,9.015193784967720503e-02
-2.998082000000000136e+00,7.473345999999999378e+00,6.849867254739304689e-01,2.795742354105600569e+00,5.204622679887793701e+00,9.015193664060455747e-02
-2.948082000000000313e+00,7.473345999999999378e+00,6.849866990475605988e-01,2.795742283407641082e+00,5.204622349294506733e+00,9.015193541096691576e-02
-2.898082000000000491e+00,7.473345999999999378e+00,6.849866723206505803e-01,2.795742212125520432e+00,5.204622015345158559e+00,9.015193416035256757e-02
-2.848082000000000669e+00,7.473345999999999378e+00,6.849866453007300571e-01,2.795742140302917011e+00,5.204621678177156596e+00,9.015193288836341468e-02
-2.798082000000000846e+00,7.473345999999999378e+00,6.849866179959257506e-01,2.795742067985499180e+00,5.204621337936091052e+00,9.015193159461658279e-02
-2.748082000000000136e+00,7.473345999999999378e+00,6.849865904149773366e-01,2.795741995220934140e+00,5.204620994775888576e+00,9.015193027874646159e-02
-2.698082000000000313e+00,7.473345999999999378e+00,6.849865625672568736e-01,2.795741922058798234e+00,5.204620648858778509e+00,9.015192894040985339e-02
-2.648082000000000491e+00,7.473345999999999378e+00,6.849865344627761310e-01,2.795741848550614250e+00,5.204620300355434104e+00,9.015192757928582046e-02
-2.598082000000000669e+00,7.473345999999999378e+00,6.849865061122093479e-01,2.795741774749762598e+00,5.204619949444962757e+00,9.015192619508165250e-02
-2.548082000000000846e+00,7.473345999999999378e+00,6.849864775269058903e-01,2.795741700711489308e+00,5.204619596315031238e+00,9.015192478753401850e-02
-2.498082000000000136e+00,7.473345999999999378e+00,6.849864487188852546e-01,2.795741626492791898e+00,5.204619241161614340e+00,9.015192335641217247e-02
-2.448082000000000313e+00,7.473345999999999378e+00,6.849864197008824762e-01,2.795741552152445131e+00,5.204618884189384787e+00,9.015192190152304663e-02
-2.398082000000000491e+00,7.473345999999999378e+00,6.849863904863150443e-01,2.795741477750877113e+00,5.204618525611237168e+00,9.015192042271077955e-02
-2.348082000000000669e+00,7.473345999999999378e+00,6.849863610893335286e-01,2.795741403350127552e+00,5.204618165648597916e+00,9.015191891986458483e-02
-2.298082000000000846e+00,7.473345999999999378e+00,6.849863315247960438e-01,2.795741329013783805e+00,5.204617804531102898e+00,9.015191739291791850e-02
-2.248082000000000136e+00,7.473345999999999378e+00,6.849863018082956723e-01,2.795741254806895171e+00,5.204617442496664914e+00,9.015191584185418272e-02
-2.198082000000000313e+00,7.473345999999999378e+00,6.849862719561490287e-01,2.795741180795897840e+00,5.204617079791235668e+00,9.015191426670793318e-02
-2.148082000000000491e+00,7.473345999999999378e+00,6.849862419854128026e-01,2.795741107048521190e+00,5.204616716668770238e+00,9.015191266757015265e-02
-2.098082000000000669e+00,7.473345999999999378e+00,6.849862119138749872e-01,2.795741033633702965e+00,5.204616353390987271e+00,9.015191104458947224e-02
-2.048082000000000846e+00,7.473345999999999378e+00,6.849861817600523262e-01,2.795740960621460491e+00,5.204615990227137168e+00,9.015190939797626535e-02
-1.998082000000000136e+00,7.473345999999999378e+00,6.849861515432009718e-01,2.795740888082841380e+00,5.204615627453974547e+00,9.015190772800529828e-02
-1.948082000000000313e+00,7.473345999999999378e+00,6.849861212832950574e-01,2.795740816089769432e+00,5.204615265355315046e+00,9.015190603501804789e-02
-1.898082000000000491e+00,7.473345999999999378e+00,6.849860910010260318e-01,2.795740744714943382e+00,5.204614904221852356e+00,9.015190431942578242e-02
-1.848082000000000669e+00,7.473345999999999378e+00,6.849860607177966632e-01,2.795740674031717887e+00,5.204614544350889105e+00,9.015190258171243420e-02
-1.798082000000000846e+00,7.473345999999999378e+00,6.849860304557023882e-01,2.795740604113996941e+00,5.204614186045992241e+00,9.015190082243576541e-02
-1.748082000000000136e+00,7.473345999999999378e+00,6.849860002375262047e-01,2.795740535036084662e+00,5.204613829616696385e+00,9.015189904223108730e-02
-3.348082000000000669e+00,7.423346000000002221e+00,6.849868229622063653e-01,2.795742643016432716e+00,5.204623951060109555e+00,9.015194028307962903e-02
-3.298082000000000846e+00,7.423346000000002221e+00,6.849867969133293100e-01,2.795742572254033220e+00,5.204623623216723338e+00,9.015193910517373121e-02
-3.248082000000000136e+00,7.423346000000002221e+00,6.849867704977866678e-01,2.795742500582183432e+00,5.204623290917608003e+00,9.015193790793323003e-02
-3.198082000000000313e+00,7.423346000000002221e+00,6.849867437195981124e-01,2.795742428032663707e+00,5.204622954251657774e+00,9.015193669087653849e-02
-3.148082000000000491e+00,7.423346000000002221e+00,6.849867165832999039e-01,2.795742354639417115e+00,5.204622613315658342e+00,9.015193545352116755e-02
-3.098082000000000669e+00,7.423346000000002221e+00,6.849866890939572128e-01,2.795742280438596516e+00,5.204622268214476932e+00,9.015193419538396202e-02
-3.048082000000000846e+00,7.423346000000002221e+00,6.849866612571915425e-01,2.795742205468534358e+00,5.204621919061203528e+00,9.015193291598574965e-02
-2.998082000000000136e+00,7.423346000000002221e+00,6.849866330791957170e-01,2.795742129769785755e+00,5.204621565977348929e+00,9.015193161485179907e-02
-2.948082000000000313e+00,7.423346000000002221e+00,6.849866045667583059e-01,2.795742053385099180e+00,5.204621209092981537e+00,9.015193029151602477e-02
-2.898082000000000491e+00,7.423346000000002221e+00,6.849865757272687317e-01,2.795741976359438219e+00,5.204620848546805512e+00,9.015192894552107039e-02
-2.848082000000000669e+00,7.423346000000002221e+00,6.849865465687532406e-01,2.795741898739944720e+00,5.204620484486353504e+00,9.015192757642404020e-02
-2.798082000000000846e+00,7.423346000000002221e+00,6.849865170998908903e-01,2.795741820575959213e+00,5.204620117068164298e+00,9.015192618379801182e-02
-2.748082000000000136e+00,7.423346000000002221e+00,6.849864873300142154e-01,2.795741741918940093e+00,5.204619746457622043e+00,9.015192476723474235e-02
-2.698082000000000313e+00,7.423346000000002221e+00,6.849864572691459763e-01,2.795741662822509799e+00,5.204619372829334623e+00,9.015192332634799910e-02
-2.648082000000000491e+00,7.423346000000002221e+00,6.849864269280058204e-01,2.795741583342375769e+00,5.204618996367031514e+00,9.015192186077700121e-02
-2.598082000000000669e+00,7.423346000000002221e+00,6.849863963180304882e-01,2.795741503536301131e+00,5.204618617263660596e+00,9.015192037019001403e-02
-2.548082000000000846e+00,7.423346000000002221e+00,6.849863654513838052e-01,2.795741423464060293e+00,5.204618235721397923e+00,9.015191885428680552e-02
-2.498082000000000136e+00,7.423346000000002221e+00,6.849863343409736682e-01,2.795741343187376771e+00,5.204617851951637064e+00,9.015191731280337850e-02
-2.448082000000000313e+00,7.423346000000002221e+00,6.849863030004604836e-01,2.795741262769912083e+00,5.204617466175060159e+00,9.015191574551285891e-02
-2.398082000000000491e+00,7.423346000000002221e+00,6.849862714442757072e-01,2.795741182277136083e+00,5.204617078621520676e+00,9.015191415223260119e-02
-2.348082000000000669e+00,7.423346000000002221e+00,6.849862396876268411e-01,2.795741101776287874e+00,5.204616689530018547e+00,9.015191253282565931e-02
-2.298082000000000846e+00,7.423346000000002221e+00,6.849862077465037613e-01,2.795741021336322518e+00,5.204616299148650427e+00,9.015191088720354851e-02
-2.248082000000000136e+00,7.423346000000002221e+00,6.849861756376911526e-01,2.795740941027780924e+00,5.204615907734462255e+00,9.015190921533194901e-02
-2.198082000000000313e+00,7.423346000000002221e+00,6.849861433787685083e-01,2.795740860922745874e+00,5.204615515553370209e+00,9.015190751723209384e-02
-2.148082000000000491e+00,7.423346000000002221e+00,6.849861109881189014e-01,2.795740781094710581e+00,5.204615122879983957e+00,9.015190579298618112e-02
-2.098082000000000669e+00,7.423346000000002221e+00,6.849860784849209905e-01,2.795740701618504520e+00,5.204614729997413036e+00,9.015190404273852598e-02
-2.048082000000000846e+00,7.423346000000002221e+00,6.849860458891587900e-01,2.795740622570160649e+00,5.204614337197098095e+00,9.015190226670120877e-02
-1.998082000000000136e+00,7.423346000000002221e+00,6.849860132216143427e-01,2.795740544026837693e+00,5.204613944778604839e+00,9.015190046515560163e-02
-1.948082000000000313e+00,7.423346000000002221e+00,6.849859805038616134e-01,2.795740466066657604e+00,5.204613553049290964e+00,9.015189863845651796e-02
-1.898082000000000491e+00,7.423346000000002221e+00,6.849859477582590506e-01,2.795740388768622076e+00,5.204613162324082332e+00,9.015189678703418308e-02
-1.848082000000000669e+00,7.423346000000002221e+00,6.849859150079433689e-01,2.795740312212468659e+00,5.204612772925178099e+00,9.015189491139780076e-02
-1.798082000000000846e+00,7.423346000000002221e+00,6.849858822768101208e-01,2.795740236478521989e+00,5.204612385181612844e+00,9.015189301213777373e-02
