44,43.951892,3
44,43.951895,1
44,43.952095,6
44,43.952117,5
44,43.952120,4
44,43.952134,6
44,43.952137,1
44,43.952141,2
44,43.952147,1
44,43.952150,3
44,44.000254,5
44,44.100100,4
44,44.200092,3
44,44.300099,6
44,44.400128,4
44,44.500150,4
44,44.600159,2
44,44.700212,2
44,44.800119,2
44,44.900092,4
44,45.000081,2
44,45.100157,5
44,45.200073,3
44,45.300110,4
44,45.400164,3
44,45.500119,2
44,45.600165,5
44,45.700114,5
44,45.800093,4
44,45.900078,4
44,46.000156,3
44,46.100122,0
44,46.200132,2
44,46.300123,2
44,46.400127,2
44,46.500104,4
44,46.600101,4
44,46.700197,5
44,46.800128,3
44,46.900103,5
44,47.000128,3
44,47.100101,5
44,47.200163,2
44,47.300142,1
44,47.400174,4
44,47.500137,2
44,47.600151,5
44,47.700162,3
44,47.800131,1
44,47.900166,2
44,48.000143,4
44,48.100168,10
44,48.200132,4
44,48.300177,2
44,48.400125,1
44,48.500157,2
44,48.600191,2
44,48.700149,3
44,48.800131,2
44,48.900097,2
44,49.000192,3
44,49.100128,4
44,49.200193,3
44,49.300188,2
44,49.400134,3
44,49.500125,0
44,49.600176,2
44,49.700257,3
44,49.800212,3
44,49.900164,4
44,50.000324,2
44,50.100225,6
44,50.200344,3
44,50.300283,3
44,50.400292,3
44,50.500321,1
44,50.600335,4
44,50.700305,1
44,50.800265,2
44,50.900535,1
44,51.000249,2
44,51.100553,3
44,51.200306,6
44,51.300281,4
44,51.400263,4
44,51.500288,1
44,51.600261,3
44,51.700262,4
44,51.800215,2
44,51.900229,2
44,52.000258,5
44,52.100245,3
44,52.200403,6
44,52.300226,3
44,52.400208,7
44,52.500225,1
44,52.600350,2
44,52.700238,4
44,52.800281,2
44,52.900201,5
44,53.000233,4
44,53.100264,4
44,53.200317,4
44,53.300276,5
44,53.400461,3
44,53.500276,4
44,53.600408,1
44,53.700310,4
44,53.800327,4
44,53.902498,3
44,54.000410,1
44,54.100370,2
44,54.200243,5
44,54.300242,3
44,54.400337,3
44,54.500409,2
44,54.600352,4
44,54.700261,2
44,54.800283,3
44,54.900301,2
44,55.000309,2
44,55.100300,2
44,55.200306,2
44,55.300334,2
44,55.400260,7
44,55.500344,3
44,55.600327,0
44,55.700296,5
44,55.800366,0
44,55.900364,2
44,56.000461,4
44,56.100862,4
44,56.200308,4
44,56.300257,4
44,56.400381,3
44,56.500415,5
44,56.600405,5
44,56.701080,5
44,56.800411,2
44,56.900626,5
44,57.000411,3
44,57.100404,1
44,57.200496,5
44,57.300326,3
44,57.404109,3
44,57.500474,3
44,57.600349,2
44,57.700629,4
44,57.800251,1
44,57.900474,2
44,58.000341,0
44,58.103646,2
44,58.200258,3
44,58.301012,2
44,58.400410,2
44,58.500468,3
44,58.600833,2
44,58.700351,3
44,58.800368,0
44,58.900484,4
44,59.000478,4
44,59.100539,1
44,59.200365,1
44,59.300518,4
44,59.403483,5
44,59.500382,7
44,59.600370,3
44,59.703032,4
44,59.800467,4
44,59.900387,2
45,00.000528,1
45,00.100542,2
45,00.200400,4
45,00.300443,3
45,00.400408,2
45,00.500612,5
45,00.601000,3
45,00.701484,5
45,00.800459,2
45,00.900335,0
45,01.003972,4
45,01.100823,2
45,01.200887,1
45,01.301493,3
45,01.400360,2
45,01.502772,4
45,01.601213,2
45,01.701246,2
45,01.801123,6
45,01.900902,1
45,02.003940,2
45,02.100409,1
45,02.201231,5
45,02.300297,6
45,02.402179,5
45,02.500413,5
45,02.600396,2
45,02.700444,1
45,02.800370,5
45,02.900938,6
45,03.000378,4
45,03.100398,5
45,03.201165,2
45,03.300523,3
45,03.401006,6
45,03.500395,5
45,03.600332,3
45,03.700545,2
45,03.800595,2
45,03.900734,4
45,04.000623,3
45,04.100630,3
45,04.200450,5
45,04.302464,2
45,04.402623,4
45,04.503705,3
45,04.600448,3
45,04.700379,1
45,04.800392,1
45,04.900408,4
45,05.000493,2
45,05.100537,3
45,05.200336,5
45,05.300364,3
45,05.400711,4
45,05.501272,4
45,05.600404,3
45,05.701621,4
45,05.800448,3
45,05.900342,3
45,06.000560,3
45,06.100605,2
45,06.200483,2
45,06.300414,1
45,06.400666,2
45,06.500381,5
45,06.600512,6
45,06.702388,2
45,06.800460,4
45,06.900394,4
