"x","y","z","mean"
6.200000000000000178e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.585455705818469241e+01
4.599999999999999645e+00,4.000000000000003553e-01,4.000000000000000222e-01,1.831609057027273479e+01
5.000000000000000000e+00,4.000000000000003553e-01,4.000000000000000222e-01,2.292576558914549167e+01
5.400000000000000355e+00,4.000000000000003553e-01,4.000000000000000222e-01,2.399433311719257134e+01
5.800000000000000711e+00,4.000000000000003553e-01,4.000000000000000222e-01,1.946426435001966482e+01
4.200000000000000178e+00,8.000000000000002665e-01,4.000000000000000222e-01,1.572823433619249656e+01
4.599999999999999645e+00,8.000000000000002665e-01,4.000000000000000222e-01,1.839306999531749653e+01
5.000000000000000000e+00,8.000000000000002665e-01,4.000000000000000222e-01,2.085549777166466257e+01
5.400000000000000355e+00,8.000000000000002665e-01,4.000000000000000222e-01,2.049082973139403663e+01
5.800000000000000711e+00,8.000000000000002665e-01,4.000000000000000222e-01,1.639752969545798678e+01
3.800000000000000266e+00,1.200000000000000178e+00,4.000000000000000222e-01,1.533938271974133016e+01
4.200000000000000178e+00,1.200000000000000178e+00,4.000000000000000222e-01,1.685688154553539420e+01
4.599999999999999645e+00,1.200000000000000178e+00,4.000000000000000222e-01,1.793473579302908050e+01
5.000000000000000000e+00,1.200000000000000178e+00,4.000000000000000222e-01,1.809501925965202318e+01
5.400000000000000355e+00,1.200000000000000178e+00,4.000000000000000222e-01,1.661169846897975688e+01
3.800000000000000266e+00,1.600000000000000089e+00,4.000000000000000222e-01,1.607900374468450622e+01
4.200000000000000178e+00,1.600000000000000089e+00,4.000000000000000222e-01,1.692698954762610342e+01
4.599999999999999645e+00,1.600000000000000089e+00,4.000000000000000222e-01,1.677677875509484551e+01
5.000000000000000000e+00,1.600000000000000089e+00,4.000000000000000222e-01,1.563432599822032110e+01
3.800000000000000266e+00,2.000000000000000000e+00,4.000000000000000222e-01,1.574012844591640992e+01
4.200000000000000178e+00,2.000000000000000000e+00,4.000000000000000222e-01,1.601017870106801411e+01
4.599999999999999645e+00,2.000000000000000000e+00,4.000000000000000222e-01,1.532604288655575608e+01
5.000000000000000000e+00,-1.600000000000000089e+00,8.000000000000000444e-01,1.528516126711877554e+01
5.400000000000000355e+00,-1.600000000000000089e+00,8.000000000000000444e-01,1.541923472394687344e+01
4.599999999999999645e+00,-1.199999999999999956e+00,8.000000000000000444e-01,1.589735580306812501e+01
5.000000000000000000e+00,-1.199999999999999956e+00,8.000000000000000444e-01,1.808031773981930712e+01
5.400000000000000355e+00,-1.199999999999999956e+00,8.000000000000000444e-01,1.842195330099729489e+01
5.800000000000000711e+00,-1.199999999999999956e+00,8.000000000000000444e-01,1.670945531470401235e+01
4.599999999999999645e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.813424137040106388e+01
5.000000000000000000e+00,-7.999999999999998224e-01,8.000000000000000444e-01,2.310603937550355624e+01
5.400000000000000355e+00,-7.999999999999998224e-01,8.000000000000000444e-01,2.448081246720591153e+01
5.800000000000000711e+00,-7.999999999999998224e-01,8.000000000000000444e-01,2.117619825616120011e+01
