2017/09/13/10/45/48.839108, 0, 1505267148, 794118404, /world, 1.3098059606505192, -0.23506451825643312, 1.5089015109126507, 0.0, 0.0, 0.10004797901497477, 0.9949826138656992
2017/09/13/10/45/48.839200, 1, 1505267148, 806118488, /world, 1.3110540673286097, -0.23438335633888696, 1.5084952677253727, 0.0, 0.0, 0.09974543542560424, 0.9950129889161029
2017/09/13/10/45/48.839203, 2, 1505267148, 818488121, /world, 1.3123021740067, -0.23370219442134077, 1.508089024538095, 0.0, 0.0, 0.09944288261424282, 0.9950432719723148
2017/09/13/10/45/48.875461, 3, 1505267148, 834488153, /world, 1.3135502806847905, -0.23302103250379458, 1.5076827813508171, 0.0, 0.0, 0.09914032060886312, 0.9950734630315351
2017/09/13/10/45/48.875464, 4, 1505267148, 846488237, /world, 1.314798387362881, -0.23233987058624841, 1.5072765381635391, 0.0, 0.0, 0.0988377494374386, 0.9951035620909726
2017/09/13/10/45/48.875477, 5, 1505267148, 858488083, /world, 1.3160464940409715, -0.23165870866870222, 1.5068702949762613, 0.0, 0.0, 0.09853516912794355, 0.9951335691478443
2017/09/13/10/45/48.875489, 6, 1505267148, 870488167, /world, 1.317294600719062, -0.23097754675115603, 1.5064640517889836, 0.0, 0.0, 0.09823257970835311, 0.9951634841993762
2017/09/13/10/45/48.915523, 7, 1505267148, 882488012, /world, 1.3185427073971525, -0.23029638483360987, 1.5060578086017058, 0.0, 0.0, 0.09792998120664327, 0.9951933072428022
2017/09/13/10/45/48.915530, 8, 1505267148, 894488096, /world, 1.3197908140752428, -0.22961522291606368, 1.5056515654144278, 0.0, 0.0, 0.09762737365079086, 0.9952230382753651
2017/09/13/10/45/48.915535, 9, 1505267148, 906488180, /world, 1.3210389207533333, -0.22893406099851749, 1.50524532222715, 0.0, 0.0, 0.09732475706877353, 0.9952526772943162
2017/09/13/10/45/48.923560, 10, 1505267148, 918538570, /world, 1.3222870274314238, -0.22825289908097132, 1.5048390790398722, 0.0, 0.0, 0.0970221314885698, 0.995282224296915
2017/09/13/10/45/48.933407, 11, 1505267148, 930538654, /world, 1.3235351341095143, -0.22757173716342513, 1.5044328358525942, 0.0, 0.0, 0.09671949693815897, 0.99531167928043
2017/09/13/10/45/48.971469, 12, 1505267148, 942538500, /world, 1.3247832407876048, -0.22689057524587894, 1.5040265926653165, 0.0, 0.0, 0.0964168534455212, 0.9953410422421377
2017/09/13/10/45/48.971474, 13, 1505267148, 954538584, /world, 1.326031347465695, -0.22620941332833278, 1.5036203494780387, 0.0, 0.0, 0.0961142010386375, 0.9953703131793235
2017/09/13/10/45/48.971477, 14, 1505267148, 962538481, /world, 1.3272794541437856, -0.22552825141078658, 1.503214106290761, 0.0, 0.0, 0.09581153974548967, 0.9953994920892809
2017/09/13/10/45/49.011549, 15, 1505267148, 974538565, /world, 1.328527560821876, -0.2248470894932404, 1.502807863103483, 0.0, 0.0, 0.09550886959406032, 0.9954285789693125
2017/09/13/10/45/49.011571, 16, 1505267148, 986538649, /world, 1.3297756674999666, -0.22416592757569423, 1.5024016199162051, 0.0, 0.0, 0.09520619061233293, 0.9954575738167288
2017/09/13/10/45/49.011575, 17, 1505267148, 994538546, /world, 1.331023774178057, -0.22348476565814804, 1.5019953767289274, 0.0, 0.0, 0.09490350282829176, 0.9954864766288493
2017/09/13/10/45/49.051702, 18, 1505267149, 10538578, /world, 1.3322718808561476, -0.22280360374060185, 1.5015891335416494, 0.0, 0.0, 0.09460080626992187, 0.9955152874030015
2017/09/13/10/45/49.051707, 19, 1505267149, 18808126, /world, 1.3335199875342378, -0.22212244182305568, 1.5011828903543716, 0.0, 0.0, 0.09429810096520916, 0.9955440061365219
2017/09/13/10/45/49.051710, 20, 1505267149, 30808210, /world, 1.3347680942123283, -0.2214412799055095, 1.5007766471670938, 0.0, 0.0, 0.09399538694214034, 0.9955726328267553
2017/09/13/10/45/49.051713, 21, 1505267149, 42808056, /world, 1.3360162008904188, -0.2207601179879633, 1.5003704039798158, 0.0, 0.0, 0.0936926642287029, 0.9956011674710549
2017/09/13/10/45/49.091576, 22, 1505267149, 54808140, /world, 1.3372643075685093, -0.22007895607041714, 1.499964160792538, 0.0, 0.0, 0.09338993285288516, 0.9956296100667826
2017/09/13/10/45/49.091579, 23, 1505267149, 66808224, /world, 1.3385124142465998, -0.21939779415287095, 1.4995579176052602, 0.0, 0.0, 0.09308719284267623, 0.9956579606113087
2017/09/13/10/45/49.091582, 24, 1505267149, 78808069, /world, 1.3397605209246901, -0.21871663223532475, 1.4991516744179822, 0.0, 0.0, 0.09278444422606602, 0.995686219102012
2017/09/13/10/45/49.094344, 25, 1505267149, 90808153, /world, 1.3410086276027806, -0.2180354703177786, 1.4987454312307045, 0.0, 0.0, 0.09248168703104524, 0.9957143855362801
2017/09/13/10/45/49.104052, 26, 1505267149, 98808050, /world, 1.3422567342808711, -0.2173543084002324, 1.4983391880434267, 0.0, 0.0, 0.09217892128560536, 0.9957424599115086
2017/09/13/10/45/49.143990, 27, 1505267149, 110808134, /world, 1.3435048409589616, -0.2166731464826862, 1.497932944856149, 0.0, 0.0, 0.0918761470177387, 0.9957704422251018
2017/09/13/10/45/49.143996, 28, 1505267149, 122634649, /world, 1.344752947637052, -0.21599198456514002, 1.497526701668871, 0.0, 0.0, 0.0915733642554383, 0.9957983324744729
2017/09/13/10/45/49.143998, 29, 1505267149, 134634495, /world, 1.3460010543151426, -0.21531082264759385, 1.4971204584815931, 0.0, 0.0, 0.09127057302669808, 0.9958261306570431
2017/09/13/10/45/49.183665, 30, 1505267149, 146634579, /world, 1.3472491609932329, -0.21462966073004766, 1.4967142152943154, 0.0, 0.0, 0.09096777335951262, 0.9958538367702423
2017/09/13/10/45/49.183670, 31, 1505267149, 154634476, /world, 1.3484972676713234, -0.2139484988125015, 1.4963079721070374, 0.0, 0.0, 0.09066496528187738, 0.995881450811509
2017/09/13/10/45/49.184997, 32, 1505267149, 166634560, /world, 1.3497453743494139, -0.2132673368949553, 1.4959017289197596, 0.0, 0.0, 0.09036214882178854, 0.99590897277829
2017/09/13/10/45/49.223483, 33, 1505267149, 178634644, /world, 1.3509934810275044, -0.21258617497740911, 1.4954954857324818, 0.0, 0.0, 0.0900593240072431, 0.9959364026680411
2017/09/13/10/45/49.223507, 34, 1505267149, 190634489, /world, 1.3522415877055949, -0.21190501305986292, 1.495089242545204, 0.0, 0.0, 0.08975649086623881, 0.9959637404782259
2017/09/13/10/45/49.223511, 35, 1505267149, 202634573, /world, 1.3534896943836852, -0.21122385114231676, 1.494682999357926, 0.0, 0.0, 0.08945364942677417, 0.9959909862063169
2017/09/13/10/45/49.223514, 36, 1505267149, 214634657, /world, 1.3547378010617757, -0.21054268922477057, 1.4942767561706483, 0.0, 0.0, 0.08915079971684847, 0.9960181398497953
2017/09/13/10/45/49.268266, 37, 1505267149, 226685762, /world, 1.3559859077398662, -0.20986152730722438, 1.4938705129833705, 0.0, 0.0, 0.08884794176446177, 0.9960452014061505
2017/09/13/10/45/49.268274, 38, 1505267149, 238685846, /world, 1.3572340144179567, -0.2091803653896782, 1.4934642697960925, 0.0, 0.0, 0.08854507559761488, 0.9960721708728804
2017/09/13/10/45/49.268281, 39, 1505267149, 250685692, /world, 1.3584821210960472, -0.20849920347213202, 1.4930580266088147, 0.0, 0.0, 0.08824220124430936, 0.9960990482474917
2017/09/13/10/45/49.268298, 40, 1505267149, 262685776, /world, 1.3597302277741377, -0.20781804155458583, 1.492651783421537, 0.0, 0.0, 0.08793931873254755, 0.9961258335274994
2017/09/13/10/45/49.277139, 41, 1505267149, 274685860, /world, 1.360978334452228, -0.20713687963703967, 1.492245540234259, 0.0, 0.0, 0.08763642809033255, 0.996152526710427
2017/09/13/10/45/49.315786, 42, 1505267149, 286685705, /world, 1.3622264411303184, -0.20645571771949348, 1.4918392970469811, 0.0, 0.0, 0.08733352934566817, 0.9961791277938066
2017/09/13/10/45/49.315794, 43, 1505267149, 298685789, /world, 1.363474547808409, -0.20577455580194728, 1.4914330538597034, 0.0, 0.0, 0.08703062252655899, 0.9962056367751788
2017/09/13/10/45/49.315798, 44, 1505267149, 310685873, /world, 1.3647226544864994, -0.20509339388440112, 1.4910268106724254, 0.0, 0.0, 0.08672770766101037, 0.9962320536520928
2017/09/13/10/45/49.355566, 45, 1505267149, 322647810, /world, 1.36597076116459, -0.20441223196685493, 1.4906205674851476, 0.0, 0.0, 0.08642478477702836, 0.9962583784221061
2017/09/13/10/45/49.355597, 46, 1505267149, 334647894, /world, 1.3672188678426802, -0.20373107004930874, 1.4902143242978698, 0.0, 0.0, 0.08612185390261978, 0.9962846110827849
2017/09/13/10/45/49.355602, 47, 1505267149, 350647926, /world, 1.3684669745207707, -0.20304990813176257, 1.489808081110592, 0.0, 0.0, 0.0858189150657922, 0.9963107516317037
2017/09/13/10/45/49.395670, 48, 1505267149, 362647772, /world, 1.3697150811988612, -0.20236874621421638, 1.489401837923314, 0.0, 0.0, 0.08551596829455389, 0.9963368000664459
2017/09/13/10/45/49.395680, 49, 1505267149, 370647907, /world, 1.3709631878769517, -0.20168758429667022, 1.4889955947360363, 0.0, 0.0, 0.0852130136169139, 0.9963627563846029
2017/09/13/10/45/49.395686, 50, 1505267149, 382647991, /world, 1.3722112945550422, -0.20100642237912403, 1.4885893515487585, 0.0, 0.0, 0.08491005106088197, 0.9963886205837752
2017/09/13/10/45/49.436058, 51, 1505267149, 394647837, /world, 1.3734594012331327, -0.20032526046157784, 1.4881831083614805, 0.0, 0.0, 0.08460708065446858, 0.9964143926615714
2017/09/13/10/45/49.436061, 52, 1505267149, 406647921, /world, 1.374707507911223, -0.19964409854403165, 1.4877768651742027, 0.0, 0.0, 0.08430410242568494, 0.9964400726156087
2017/09/13/10/45/49.436064, 53, 1505267149, 418647766, /world, 1.3759556145893135, -0.19896293662648548, 1.487370621986925, 0.0, 0.0, 0.08400111640254299, 0.9964656604435129
2017/09/13/10/45/49.475432, 54, 1505267149, 430635214, /world, 1.377203721267404, -0.1982817747089393, 1.4869643787996472, 0.0, 0.0, 0.08369812261305537, 0.9964911561429183
2017/09/13/10/45/49.475464, 55, 1505267149, 442635298, /world, 1.3784518279454945, -0.19760061279139313, 1.4865581356123692, 0.0, 0.0, 0.08339512108523547, 0.9965165597114676
2017/09/13/10/45/49.475469, 56, 1505267149, 454635382, /world, 1.379699934623585, -0.19691945087384694, 1.4861518924250914, 0.0, 0.0, 0.08309211184709739, 0.9965418711468121
2017/09/13/10/45/49.475472, 57, 1505267149, 466635227, /world, 1.3809480413016753, -0.19623828895630074, 1.4857456492378136, 0.0, 0.0, 0.0827890949266559, 0.9965670904466117
2017/09/13/10/45/49.516235, 58, 1505267149, 478635311, /world, 1.3821961479797658, -0.19555712703875455, 1.4853394060505356, 0.0, 0.0, 0.08248607035192651, 0.9965922176085347
2017/09/13/10/45/49.516243, 59, 1505267149, 490635395, /world, 1.3834442546578563, -0.1948759651212084, 1.4849331628632578, 0.0, 0.0, 0.08218303815092545, 0.996617252630258
2017/09/13/10/45/49.516247, 60, 1505267149, 499635220, /world, 1.3846923613359468, -0.1941948032036622, 1.48452691967598, 0.0, 0.0, 0.08187999835166965, 0.996642195509467
2017/09/13/10/45/49.516251, 61, 1505267149, 511635303, /world, 1.3859404680140373, -0.19351364128611603, 1.484120676488702, 0.0, 0.0, 0.08157695098217672, 0.9966670462438555
2017/09/13/10/45/49.555569, 62, 1505267149, 523165464, /world, 1.3871885746921278, -0.19283247936856984, 1.4837144333014243, 0.0, 0.0, 0.08127389607046501, 0.996691804831126
2017/09/13/10/45/49.555573, 63, 1505267149, 535165548, /world, 1.388436681370218, -0.19215131745102365, 1.4833081901141465, 0.0, 0.0, 0.08097083364455351, 0.9967164712689893
2017/09/13/10/45/49.555576, 64, 1505267149, 547165632, /world, 1.3896847880483085, -0.19147015553347746, 1.4829019469268685, 0.0, 0.0, 0.08066776373246196, 0.9967410455551651
2017/09/13/10/45/49.560851, 65, 1505267149, 555165529, /world, 1.390932894726399, -0.1907889936159313, 1.4824957037395907, 0.0, 0.0, 0.08036468636221077, 0.9967655276873812
2017/09/13/10/45/49.574389, 66, 1505267149, 571165562, /world, 1.3921810014044895, -0.1901078316983851, 1.482089460552313, 0.0, 0.0, 0.08006160156182102, 0.9967899176633741
2017/09/13/10/45/49.611450, 67, 1505267149, 583165646, /world, 1.39342910808258, -0.1894266697808389, 1.4816832173650352, 0.0, 0.0, 0.07975850935931451, 0.996814215480889
2017/09/13/10/45/49.611472, 68, 1505267149, 595165491, /world, 1.3946772147606703, -0.18874550786329275, 1.4812769741777572, 0.0, 0.0, 0.07945540978271372, 0.9968384211376792
2017/09/13/10/45/49.611475, 69, 1505267149, 607165575, /world, 1.3959253214387608, -0.18806434594574656, 1.4808707309904794, 0.0, 0.0, 0.07915230286004177, 0.9968625346315069
2017/09/13/10/45/49.651540, 70, 1505267149, 619249582, /world, 1.3971734281168513, -0.18738318402820037, 1.4804644878032016, 0.0, 0.0, 0.07884918861932252, 0.9968865559601426
2017/09/13/10/45/49.651546, 71, 1505267149, 631249428, /world, 1.3984215347949418, -0.18670202211065418, 1.4800582446159236, 0.0, 0.0, 0.07854606708858049, 0.9969104851213655
2017/09/13/10/45/49.651549, 72, 1505267149, 639249563, /world, 1.3996696414730323, -0.186020860193108, 1.4796520014286458, 0.0, 0.0, 0.07824293829584084, 0.9969343221129631
2017/09/13/10/45/49.691603, 73, 1505267149, 655249596, /world, 1.4009177481511228, -0.18533969827556182, 1.479245758241368, 0.0, 0.0, 0.0779398022691294, 0.9969580669327316
2017/09/13/10/45/49.691606, 74, 1505267149, 667249441, /world, 1.402165854829213, -0.18465853635801566, 1.4788395150540903, 0.0, 0.0, 0.07763665903647274, 0.9969817195784758
2017/09/13/10/45/49.691637, 75, 1505267149, 679249525, /world, 1.4034139615073036, -0.18397737444046947, 1.4784332718668123, 0.0, 0.0, 0.07733350862589801, 0.9970052800480087
2017/09/13/10/45/49.731525, 76, 1505267149, 695249557, /world, 1.404662068185394, -0.18329621252292327, 1.4780270286795345, 0.0, 0.0, 0.07703035106543311, 0.997028748339152
2017/09/13/10/45/49.731543, 77, 1505267149, 707249641, /world, 1.4059101748634846, -0.18261505060537708, 1.4776207854922567, 0.0, 0.0, 0.0767271863831065, 0.9970521244497361
2017/09/13/10/45/49.731547, 78, 1505267149, 715249538, /world, 1.407158281541575, -0.18193388868783092, 1.4772145423049787, 0.0, 0.0, 0.0764240146069474, 0.9970754083775997
2017/09/13/10/45/49.772750, 79, 1505267149, 731249571, /world, 1.4084063882196654, -0.18125272677028473, 1.476808299117701, 0.0, 0.0, 0.07612083576498557, 0.9970986001205899
2017/09/13/10/45/49.772757, 80, 1505267149, 743249655, /world, 1.4096544948977558, -0.18057156485273856, 1.4764020559304232, 0.0, 0.0, 0.07581764988525158, 0.9971216996765627
2017/09/13/10/45/49.772760, 81, 1505267149, 755249500, /world, 1.4109026015758463, -0.17989040293519237, 1.4759958127431452, 0.0, 0.0, 0.07551445699577647, 0.9971447070433824
2017/09/13/10/45/49.772763, 82, 1505267149, 767249584, /world, 1.4121507082539368, -0.17920924101764618, 1.4755895695558674, 0.0, 0.0, 0.0752112571245921, 0.9971676222189219
